"ZIP
code [1]",Size of adjusted gross income,Amount
51601,"$50,000 under $75,000",25613
51601,"$75,000 under $100,000",21224
51601,"$100,000 under $200,000",28414
51601,"$200,000 or more",21044
,,
51631,,"5,851"
51631,"$1 under $25,000",600
51631,"$25,000 under $50,000",1735
51631,"$50,000 under $75,000",3516
51631,"$75,000 under $100,000",**
51631,"$100,000 under $200,000",**
51631,"$200,000 or more",**
,,
51632,,"149,571"
51632,"$1 under $25,000",12537
51632,"$25,000 under $50,000",25354
51632,"$50,000 under $75,000",28048
51632,"$75,000 under $100,000",26422
51632,"$100,000 under $200,000",35208
51632,"$200,000 or more",22002
,,
51636,,"10,032"
51636,"$1 under $25,000",898
51636,"$25,000 under $50,000",1902
51636,"$50,000 under $75,000",2736
51636,"$75,000 under $100,000",4496
51636,"$100,000 under $200,000",**
51636,"$200,000 or more",**
,,
51638,,"33,203"
51638,"$1 under $25,000",2597
51638,"$25,000 under $50,000",5683
51638,"$50,000 under $75,000",6237
51638,"$75,000 under $100,000",6609
51638,"$100,000 under $200,000",12077
51638,"$200,000 or more",**
,,
51639,,"25,686"
51639,"$1 under $25,000",1343
51639,"$25,000 under $50,000",3829
51639,"$50,000 under $75,000",5101
51639,"$75,000 under $100,000",3830
51639,"$100,000 under $200,000",11583
51639,"$200,000 or more",**
,,
51640,,"39,508"
51640,"$1 under $25,000",2765
51640,"$25,000 under $50,000",6237
51640,"$50,000 under $75,000",6090
51640,"$75,000 under $100,000",5499
51640,"$100,000 under $200,000",18917
51640,"$200,000 or more",**
,,
51645,,"6,846"
51645,"$1 under $25,000",421
51645,"$25,000 under $50,000",1184
51645,"$50,000 under $75,000",1448
51645,"$75,000 under $100,000",3793
51645,"$100,000 under $200,000",**
51645,"$200,000 or more",**
,,
51646,,"17,228"
51646,"$1 under $25,000",1464
51646,"$25,000 under $50,000",4228
51646,"$50,000 under $75,000",4285
51646,"$75,000 under $100,000",4348
51646,"$100,000 under $200,000",2903
51646,"$200,000 or more",**
,,
51649,,"9,129"
51649,"$1 under $25,000",652
51649,"$25,000 under $50,000",1566
51649,"$50,000 under $75,000",2174
51649,"$75,000 under $100,000",4737
51649,"$100,000 under $200,000",**
51649,"$200,000 or more",**
,,
51650,,"6,077"
51650,"$1 under $25,000",703
51650,"$25,000 under $50,000",1384
51650,"$50,000 under $75,000",1608
51650,"$75,000 under $100,000",2382
51650,"$100,000 under $200,000",**
51650,"$200,000 or more",**
,,
51652,,"43,467"
51652,"$1 under $25,000",3250
51652,"$25,000 under $50,000",7871
51652,"$50,000 under $75,000",7658
51652,"$75,000 under $100,000",6631
51652,"$100,000 under $200,000",18057
51652,"$200,000 or more",**
,,
51653,,"33,857"
51653,"$1 under $25,000",2114
51653,"$25,000 under $50,000",5142
51653,"$50,000 under $75,000",6054
51653,"$75,000 under $100,000",6640
51653,"$100,000 under $200,000",13907
51653,"$200,000 or more",**
,,
51654,,"13,606"
51654,"$1 under $25,000",1080
51654,"$25,000 under $50,000",2267
51654,"$50,000 under $75,000",3605
51654,"$75,000 under $100,000",**
51654,"$100,000 under $200,000",6654
51654,"$200,000 or more",**
,,
52001,,"931,229"
52001,"$1 under $25,000",110867
52001,"$25,000 under $50,000",203131
52001,"$50,000 under $75,000",174703
52001,"$75,000 under $100,000",146374
52001,"$100,000 under $200,000",165696
52001,"$200,000 or more",130458
,,
52002,,"563,406"
52002,"$1 under $25,000",29271
52002,"$25,000 under $50,000",59744
52002,"$50,000 under $75,000",76827
52002,"$75,000 under $100,000",93325
52002,"$100,000 under $200,000",163828
52002,"$200,000 or more",140411
,,
52003,,"627,049"
52003,"$1 under $25,000",28019
52003,"$25,000 under $50,000",54477
52003,"$50,000 under $75,000",61938
52003,"$75,000 under $100,000",68355
52003,"$100,000 under $200,000",143107
52003,"$200,000 or more",271153
,,
52031,,"144,433"
52031,"$1 under $25,000",9657
52031,"$25,000 under $50,000",19787
52031,"$50,000 under $75,000",22739
52031,"$75,000 under $100,000",27155
52031,"$100,000 under $200,000",37837
52031,"$200,000 or more",27258
,,
52032,,"35,268"
52032,"$1 under $25,000",3216
52032,"$25,000 under $50,000",7349
52032,"$50,000 under $75,000",7514
52032,"$75,000 under $100,000",7588
52032,"$100,000 under $200,000",9601
52032,"$200,000 or more",**
,,
52033,,"104,002"
52033,"$1 under $25,000",6190
52033,"$25,000 under $50,000",14459
52033,"$50,000 under $75,000",17723
52033,"$75,000 under $100,000",16164
52033,"$100,000 under $200,000",22627
52033,"$200,000 or more",26839
,,
52035,,"21,396"
52035,"$1 under $25,000",1765
52035,"$25,000 under $50,000",5125
52035,"$50,000 under $75,000",5778
52035,"$75,000 under $100,000",4111
52035,"$100,000 under $200,000",4617
52035,"$200,000 or more",**
,,
52037,,"33,694"
52037,"$1 under $25,000",2020
52037,"$25,000 under $50,000",4959
52037,"$50,000 under $75,000",6222
52037,"$75,000 under $100,000",6554
52037,"$100,000 under $200,000",13939
52037,"$200,000 or more",**
,,
52038,,"10,803"
52038,"$1 under $25,000",870
52038,"$25,000 under $50,000",2346
52038,"$50,000 under $75,000",2140
52038,"$75,000 under $100,000",2412
52038,"$100,000 under $200,000",3035
52038,"$200,000 or more",0
,,
52039,,"36,312"
52039,"$1 under $25,000",2249
52039,"$25,000 under $50,000",4361
52039,"$50,000 under $75,000",5897
52039,"$75,000 under $100,000",7108
52039,"$100,000 under $200,000",16697
52039,"$200,000 or more",**
,,
52040,,"174,501"
52040,"$1 under $25,000",10423
52040,"$25,000 under $50,000",26295
52040,"$50,000 under $75,000",30012
52040,"$75,000 under $100,000",30720
52040,"$100,000 under $200,000",45889
52040,"$200,000 or more",31162
,,
52041,,"41,170"
52041,"$1 under $25,000",2810
52041,"$25,000 under $50,000",7494
52041,"$50,000 under $75,000",8695
52041,"$75,000 under $100,000",8409
52041,"$100,000 under $200,000",13762
52041,"$200,000 or more",**
,,
52042,,"38,060"
52042,"$1 under $25,000",2945
52042,"$25,000 under $50,000",8079
52042,"$50,000 under $75,000",7997
52042,"$75,000 under $100,000",6152
52042,"$100,000 under $200,000",12887
52042,"$200,000 or more",**
,,
52043,,"70,957"
52043,"$1 under $25,000",4910
52043,"$25,000 under $50,000",10029
52043,"$50,000 under $75,000",12530
52043,"$75,000 under $100,000",10920
52043,"$100,000 under $200,000",15558
52043,"$200,000 or more",17010
,,
52045,,"68,628"
52045,"$1 under $25,000",4088
52045,"$25,000 under $50,000",11584
52045,"$50,000 under $75,000",13537
52045,"$75,000 under $100,000",14357
52045,"$100,000 under $200,000",25062
52045,"$200,000 or more",**
,,
52046,,"63,153"
52046,"$1 under $25,000",4188
52046,"$25,000 under $50,000",10552
52046,"$50,000 under $75,000",11574
52046,"$75,000 under $100,000",12143
52046,"$100,000 under $200,000",24696
52046,"$200,000 or more",**
,,
52047,,"14,223"
52047,"$1 under $25,000",1032
52047,"$25,000 under $50,000",2854
52047,"$50,000 under $75,000",2575
52047,"$75,000 under $100,000",3000
52047,"$100,000 under $200,000",4762
52047,"$200,000 or more",**
,,
52048,,"6,126"
52048,"$1 under $25,000",979
52048,"$25,000 under $50,000",1429
52048,"$50,000 under $75,000",1984
52048,"$75,000 under $100,000",1734
52048,"$100,000 under $200,000",**
52048,"$200,000 or more",**
,,
52049,,"33,070"
52049,"$1 under $25,000",2521
52049,"$25,000 under $50,000",5918
52049,"$50,000 under $75,000",6899
52049,"$75,000 under $100,000",5709
52049,"$100,000 under $200,000",12023
52049,"$200,000 or more",**
,,
52050,,"11,371"
52050,"$1 under $25,000",1291
52050,"$25,000 under $50,000",2050
52050,"$50,000 under $75,000",3992
52050,"$75,000 under $100,000",4038
52050,"$100,000 under $200,000",**
52050,"$200,000 or more",**
,,
52052,,"72,804"
52052,"$1 under $25,000",7005
52052,"$25,000 under $50,000",14949
52052,"$50,000 under $75,000",13913
52052,"$75,000 under $100,000",12542
52052,"$100,000 under $200,000",16082
52052,"$200,000 or more",8313
,,
52053,,"26,318"
52053,"$1 under $25,000",2163
52053,"$25,000 under $50,000",5081
52053,"$50,000 under $75,000",5421
52053,"$75,000 under $100,000",5037
52053,"$100,000 under $200,000",8616
52053,"$200,000 or more",**
,,
52054,,"27,109"
52054,"$1 under $25,000",1694
52054,"$25,000 under $50,000",3746
52054,"$50,000 under $75,000",5489
52054,"$75,000 under $100,000",4975
52054,"$100,000 under $200,000",11205
52054,"$200,000 or more",**
,,
52057,,"221,294"
52057,"$1 under $25,000",15926
52057,"$25,000 under $50,000",34627
52057,"$50,000 under $75,000",39963
52057,"$75,000 under $100,000",41709
52057,"$100,000 under $200,000",54519
52057,"$200,000 or more",34550
,,
52060,,"194,773"
52060,"$1 under $25,000",22247
52060,"$25,000 under $50,000",36683
52060,"$50,000 under $75,000",37485
52060,"$75,000 under $100,000",30091
52060,"$100,000 under $200,000",42547
52060,"$200,000 or more",25720
,,
52064,,"18,721"
52064,"$1 under $25,000",1632
52064,"$25,000 under $50,000",3988
52064,"$50,000 under $75,000",4377
52064,"$75,000 under $100,000",4331
52064,"$100,000 under $200,000",4393
52064,"$200,000 or more",**
,,
52065,,"23,745"
52065,"$1 under $25,000",1974
52065,"$25,000 under $50,000",4240
52065,"$50,000 under $75,000",5148
52065,"$75,000 under $100,000",3936
52065,"$100,000 under $200,000",8447
52065,"$200,000 or more",**
,,
52068,,"174,282"
52068,"$1 under $25,000",6061
52068,"$25,000 under $50,000",12983
52068,"$50,000 under $75,000",15988
52068,"$75,000 under $100,000",27324
52068,"$100,000 under $200,000",57779
52068,"$200,000 or more",54147
,,
52069,,"38,348"
52069,"$1 under $25,000",2812
52069,"$25,000 under $50,000",6157
52069,"$50,000 under $75,000",9610
52069,"$75,000 under $100,000",7945
52069,"$100,000 under $200,000",11824
52069,"$200,000 or more",**
,,
52070,,"26,162"
52070,"$1 under $25,000",2338
52070,"$25,000 under $50,000",3701
52070,"$50,000 under $75,000",4840
52070,"$75,000 under $100,000",6225
52070,"$100,000 under $200,000",9058
52070,"$200,000 or more",**
,,
52072,,"9,982"
52072,"$1 under $25,000",780
52072,"$25,000 under $50,000",1993
52072,"$50,000 under $75,000",2407
52072,"$75,000 under $100,000",4802
52072,"$100,000 under $200,000",**
52072,"$200,000 or more",**
,,
52073,,"43,383"
52073,"$1 under $25,000",2740
52073,"$25,000 under $50,000",6492
52073,"$50,000 under $75,000",8507
52073,"$75,000 under $100,000",8786
52073,"$100,000 under $200,000",16858
52073,"$200,000 or more",**
,,
52074,,"7,324"
52074,"$1 under $25,000",742
52074,"$25,000 under $50,000",1252
52074,"$50,000 under $75,000",1652
52074,"$75,000 under $100,000",3678
52074,"$100,000 under $200,000",**
52074,"$200,000 or more",**
,,
52076,,"48,120"
52076,"$1 under $25,000",4400
52076,"$25,000 under $50,000",9939
52076,"$50,000 under $75,000",10578
52076,"$75,000 under $100,000",9897
52076,"$100,000 under $200,000",13306
52076,"$200,000 or more",**
,,
52077,,"7,614"
52077,"$1 under $25,000",711
52077,"$25,000 under $50,000",2151
52077,"$50,000 under $75,000",2047
52077,"$75,000 under $100,000",2705
52077,"$100,000 under $200,000",**
52077,"$200,000 or more",0
,,
52078,,"22,731"
52078,"$1 under $25,000",1468
52078,"$25,000 under $50,000",3781
52078,"$50,000 under $75,000",4741
52078,"$75,000 under $100,000",4983
52078,"$100,000 under $200,000",7758
52078,"$200,000 or more",**
,,
52079,,"19,081"
52079,"$1 under $25,000",1528
52079,"$25,000 under $50,000",3433
52079,"$50,000 under $75,000",4166
52079,"$75,000 under $100,000",3324
52079,"$100,000 under $200,000",6630
52079,"$200,000 or more",**
,,
52101,,"374,933"
52101,"$1 under $25,000",23946
52101,"$25,000 under $50,000",52020
52101,"$50,000 under $75,000",60431
52101,"$75,000 under $100,000",62047
52101,"$100,000 under $200,000",99755
52101,"$200,000 or more",76734
,,
52132,,"46,070"
52132,"$1 under $25,000",3706
52132,"$25,000 under $50,000",8028
52132,"$50,000 under $75,000",9463
52132,"$75,000 under $100,000",9047
52132,"$100,000 under $200,000",15826
52132,"$200,000 or more",**
,,
52133,,"11,057"
52133,"$1 under $25,000",1047
52133,"$25,000 under $50,000",2779
52133,"$50,000 under $75,000",2559
52133,"$75,000 under $100,000",2291
52133,"$100,000 under $200,000",2381
52133,"$200,000 or more",0
,,
52134,,"6,439"
52134,"$1 under $25,000",421
52134,"$25,000 under $50,000",1120
52134,"$50,000 under $75,000",1278
52134,"$75,000 under $100,000",3620
52134,"$100,000 under $200,000",**
52134,"$200,000 or more",**
,,
52135,,"19,050"
52135,"$1 under $25,000",1810
52135,"$25,000 under $50,000",3528
52135,"$50,000 under $75,000",4378
52135,"$75,000 under $100,000",3200
52135,"$100,000 under $200,000",6134
52135,"$200,000 or more",**
,,
52136,,"146,376"
52136,"$1 under $25,000",13126
52136,"$25,000 under $50,000",28229
52136,"$50,000 under $75,000",28903
52136,"$75,000 under $100,000",26395
52136,"$100,000 under $200,000",28751
52136,"$200,000 or more",20972
,,
52140,,"11,147"
52140,"$1 under $25,000",969
52140,"$25,000 under $50,000",2676
52140,"$50,000 under $75,000",2122
52140,"$75,000 under $100,000",2285
52140,"$100,000 under $200,000",3095
52140,"$200,000 or more",**
,,
52141,,"34,078"
52141,"$1 under $25,000",3039
52141,"$25,000 under $50,000",6198
52141,"$50,000 under $75,000",6861
52141,"$75,000 under $100,000",6092
52141,"$100,000 under $200,000",11888
52141,"$200,000 or more",**
,,
52142,,"32,571"
52142,"$1 under $25,000",2863
52142,"$25,000 under $50,000",5695
52142,"$50,000 under $75,000",6292
52142,"$75,000 under $100,000",4494
52142,"$100,000 under $200,000",13227
52142,"$200,000 or more",**
,,
52144,,"35,826"
52144,"$1 under $25,000",2578
52144,"$25,000 under $50,000",5522
52144,"$50,000 under $75,000",7066
52144,"$75,000 under $100,000",5270
52144,"$100,000 under $200,000",15390
52144,"$200,000 or more",**
,,
52146,,"21,016"
52146,"$1 under $25,000",1842
52146,"$25,000 under $50,000",4496
52146,"$50,000 under $75,000",4882
52146,"$75,000 under $100,000",4628
52146,"$100,000 under $200,000",5168
52146,"$200,000 or more",**
,,
52147,,"22,780"
52147,"$1 under $25,000",2173
52147,"$25,000 under $50,000",5808
52147,"$50,000 under $75,000",5595
52147,"$75,000 under $100,000",3660
52147,"$100,000 under $200,000",5544
52147,"$200,000 or more",**
,,
52151,,"49,016"
52151,"$1 under $25,000",4840
52151,"$25,000 under $50,000",9963
52151,"$50,000 under $75,000",9629
52151,"$75,000 under $100,000",7525
52151,"$100,000 under $200,000",17059
52151,"$200,000 or more",**
,,
52154,,"32,860"
52154,"$1 under $25,000",2437
52154,"$25,000 under $50,000",4783
52154,"$50,000 under $75,000",5749
52154,"$75,000 under $100,000",3854
52154,"$100,000 under $200,000",16037
52154,"$200,000 or more",**
,,
52155,,"32,848"
52155,"$1 under $25,000",2619
52155,"$25,000 under $50,000",5867
52155,"$50,000 under $75,000",5813
52155,"$75,000 under $100,000",5192
52155,"$100,000 under $200,000",13357
52155,"$200,000 or more",**
,,
52156,,"17,110"
52156,"$1 under $25,000",1416
52156,"$25,000 under $50,000",2345
52156,"$50,000 under $75,000",4047
52156,"$75,000 under $100,000",3132
52156,"$100,000 under $200,000",6170
52156,"$200,000 or more",**
,,
52157,,"40,739"
52157,"$1 under $25,000",4055
52157,"$25,000 under $50,000",7797
52157,"$50,000 under $75,000",7831
52157,"$75,000 under $100,000",6283
52157,"$100,000 under $200,000",14773
52157,"$200,000 or more",**
,,
52159,,"54,919"
52159,"$1 under $25,000",5293
52159,"$25,000 under $50,000",9751
52159,"$50,000 under $75,000",11937
52159,"$75,000 under $100,000",11592
52159,"$100,000 under $200,000",16346
52159,"$200,000 or more",**
,,
52160,,"21,449"
52160,"$1 under $25,000",1615
52160,"$25,000 under $50,000",3928
52160,"$50,000 under $75,000",3985
52160,"$75,000 under $100,000",4008
52160,"$100,000 under $200,000",7913
52160,"$200,000 or more",**
,,
52161,,"37,889"
52161,"$1 under $25,000",2895
52161,"$25,000 under $50,000",5778
52161,"$50,000 under $75,000",8690
52161,"$75,000 under $100,000",7421
52161,"$100,000 under $200,000",13105
52161,"$200,000 or more",**
,,
52162,,"62,231"
52162,"$1 under $25,000",8417
52162,"$25,000 under $50,000",17620
52162,"$50,000 under $75,000",12485
52162,"$75,000 under $100,000",8817
52162,"$100,000 under $200,000",14892
52162,"$200,000 or more",**
,,
52165,,"26,914"
52165,"$1 under $25,000",2078
52165,"$25,000 under $50,000",5517
52165,"$50,000 under $75,000",5484
52165,"$75,000 under $100,000",4650
52165,"$100,000 under $200,000",9185
52165,"$200,000 or more",**
,,
52169,,"8,536"
52169,"$1 under $25,000",980
52169,"$25,000 under $50,000",1720
52169,"$50,000 under $75,000",1962
52169,"$75,000 under $100,000",3874
52169,"$100,000 under $200,000",**
52169,"$200,000 or more",**
,,
52170,,"14,474"
52170,"$1 under $25,000",1029
52170,"$25,000 under $50,000",2691
52170,"$50,000 under $75,000",2709
52170,"$75,000 under $100,000",2324
52170,"$100,000 under $200,000",5721
52170,"$200,000 or more",**
,,
52171,,"24,901"
52171,"$1 under $25,000",1958
52171,"$25,000 under $50,000",5426
52171,"$50,000 under $75,000",4162
52171,"$75,000 under $100,000",5242
52171,"$100,000 under $200,000",8113
52171,"$200,000 or more",**
,,
52172,,"144,706"
52172,"$1 under $25,000",14593
52172,"$25,000 under $50,000",28376
52172,"$50,000 under $75,000",28956
52172,"$75,000 under $100,000",22953
52172,"$100,000 under $200,000",31268
52172,"$200,000 or more",18560
,,
52175,,"82,218"
52175,"$1 under $25,000",7236
52175,"$25,000 under $50,000",16709
52175,"$50,000 under $75,000",18103
52175,"$75,000 under $100,000",14567
52175,"$100,000 under $200,000",16088
52175,"$200,000 or more",9515
,,
52201,,"31,907"
52201,"$1 under $25,000",2446
52201,"$25,000 under $50,000",5263
52201,"$50,000 under $75,000",6935
52201,"$75,000 under $100,000",6398
52201,"$100,000 under $200,000",10865
52201,"$200,000 or more",**
,,
52202,,"31,728"
52202,"$1 under $25,000",2107
52202,"$25,000 under $50,000",4110
52202,"$50,000 under $75,000",5116
52202,"$75,000 under $100,000",6643
52202,"$100,000 under $200,000",13752
52202,"$200,000 or more",**
,,
52203,,"62,601"
52203,"$1 under $25,000",3164
52203,"$25,000 under $50,000",8100
52203,"$50,000 under $75,000",9484
52203,"$75,000 under $100,000",10186
52203,"$100,000 under $200,000",21879
52203,"$200,000 or more",9788
,,
52205,,"205,535"
52205,"$1 under $25,000",15209
52205,"$25,000 under $50,000",31627
52205,"$50,000 under $75,000",35447
52205,"$75,000 under $100,000",34537
